sample_id,state,latitude,longitude,rainfall_mm,rainfall_24h,rainfall_7d,soil_moisture,slope_degree,elevation_m,distance_to_fault_km,historical_events_count,distance_to_drainage_m,probability,landslide_occurred
NER_00614,Mizoram,22.40161,92.73492,1.02,13.34,9.22,34.64,28.44,1976.6,7.72,0,160.7,0.003,0
NER_00615,Arunachal Pradesh,29.18474,94.19089,19.92,19.92,319.54,72.58,54.47,2420.7,0.56,1,669.6,0.8075,1
NER_00616,Sikkim,28.05138,88.05471,28.99,31.87,258.86,71.47,43.76,2155.3,13.48,1,190.1,0.5618,0
NER_00617,Mizoram,22.37857,92.392,1.76,13.13,18.2,44.79,26.57,1324.1,16.91,3,151.9,0.009,0
NER_00618,Manipur,24.22547,93.96042,1.29,1.29,58.8,27.35,41.62,951.5,22.78,0,35.7,0.0042,0
NER_00619,Arunachal Pradesh,28.39805,97.33331,5.01,7.37,59.12,20.36,54.42,2163.0,17.23,0,35.9,0.0131,0
NER_00620,Nagaland,25.51812,95.14605,6.96,9.55,39.23,42.2,54.43,420.3,12.05,3,28.1,0.1182,0
NER_00621,Tripura (Jampui Hills),23.72064,91.96128,0.75,9.22,54.13,26.35,14.19,150.0,11.18,0,65.9,0.0008,0
NER_00622,Manipur,24.15883,93.88293,5.82,151.76,213.01,63.4,19.98,1025.7,0.2,0,48.9,0.7629,1
NER_00623,Assam (Barak/Dima Hasao),24.94033,93.23749,0.35,19.09,38.67,28.69,21.62,150.0,7.4,1,10.0,0.0033,0
NER_00624,Manipur,25.58334,94.07935,2.12,2.12,8.35,51.23,28.33,1047.0,12.55,1,426.3,0.0043,0
NER_00625,Nagaland,25.79716,93.59358,46.33,81.77,341.96,92.97,47.97,1711.1,7.9,0,435.6,0.97,1
NER_00626,Assam (Barak/Dima Hasao),25.33954,92.99463,1.8,12.3,59.45,53.48,39.44,542.9,9.23,2,313.7,0.0472,0
NER_00627,Meghalaya,25.65413,90.15505,9.96,149.91,485.66,98.0,51.77,2196.4,18.08,2,49.0,0.9997,1
NER_00628,Nagaland,26.32456,93.84531,6.89,19.97,47.33,54.23,40.07,1275.6,5.53,1,77.1,0.0627,0
NER_00629,Manipur,24.40849,93.70308,6.96,6.96,5.43,26.37,25.17,409.4,5.21,0,215.6,0.0013,0
NER_00630,Arunachal Pradesh,27.98262,94.38773,4.31,9.58,32.96,37.24,54.04,2507.9,8.1,0,720.7,0.017,0
NER_00631,Mizoram,22.90003,92.89716,2.91,15.64,492.9,92.41,19.58,1447.7,9.46,2,303.6,0.7906,0
NER_00632,Sikkim,28.0025,88.32477,13.17,224.55,444.04,91.24,29.88,2605.9,1.2,1,450.8,0.9994,1
NER_00633,Manipur,24.02275,94.25241,33.48,145.86,390.43,93.39,37.1,1608.8,9.53,1,13.9,0.9963,1
NER_00634,Mizoram,22.10037,92.88302,2.7,7.49,24.69,47.35,34.25,1288.8,1.61,2,344.7,0.0197,0
NER_00635,Nagaland,25.40028,93.414,39.7,228.35,462.79,95.22,30.28,1159.4,1.53,0,126.2,0.9996,1
NER_00636,Nagaland,26.47684,94.10497,11.74,154.28,282.79,78.77,48.38,2396.5,5.9,5,33.4,0.9986,1
NER_00637,Tripura (Jampui Hills),23.97742,92.19162,38.49,38.49,231.71,75.55,8.48,276.1,0.45,1,138.0,0.1248,0
NER_00638,Mizoram,22.63374,92.84988,22.28,22.28,173.41,59.9,41.13,1415.2,11.3,0,200.6,0.1325,0
NER_00639,Sikkim,27.05285,88.08389,8.86,102.89,293.02,93.26,33.41,1795.8,11.14,5,173.4,0.9869,1
NER_00640,Arunachal Pradesh,27.72186,95.94871,10.03,206.71,367.26,78.95,55.16,3030.5,1.3,1,120.4,0.9997,1
NER_00641,Mizoram,24.19945,93.16897,2.73,16.28,55.81,47.49,34.3,812.4,1.4,5,181.6,0.1079,0
NER_00642,Arunachal Pradesh,28.37041,97.14085,54.7,230.55,515.66,98.0,29.3,3211.9,9.19,0,1453.1,0.9986,1
NER_00643,Sikkim,27.15688,88.78341,16.85,225.16,327.83,82.93,15.32,1892.4,12.17,0,24.7,0.9875,1
NER_00644,Tripura (Jampui Hills),23.75794,92.08396,23.25,23.91,440.46,98.0,22.95,569.0,8.41,0,33.1,0.792,0
NER_00645,Manipur,24.63757,93.92246,7.82,24.78,2.56,22.0,22.47,855.2,0.7,1,149.5,0.0024,0
NER_00646,Sikkim,27.17002,88.09477,4.28,8.72,28.11,48.64,29.69,2565.6,15.38,0,518.2,0.0034,0
NER_00647,Manipur,25.19038,94.65143,3.81,12.16,42.14,29.74,41.6,779.9,1.78,0,95.4,0.0132,0
NER_00648,Manipur,25.60221,93.26192,1.71,19.74,58.71,27.4,30.65,1604.8,35.26,2,16.1,0.0033,0
NER_00649,Assam (Barak/Dima Hasao),25.17779,93.38996,2.08,13.12,40.18,49.07,26.95,826.0,4.15,0,311.4,0.0073,0
NER_00650,Assam (Barak/Dima Hasao),25.27883,93.55445,38.72,171.76,361.37,87.82,28.27,1068.6,4.35,1,291.9,0.9927,1
NER_00651,Mizoram,22.1023,93.00155,3.67,7.91,9.03,25.16,30.82,936.8,34.36,4,339.5,0.0019,0
NER_00652,Meghalaya,25.81282,91.82184,3.93,158.76,449.03,98.0,26.68,1348.5,35.54,5,486.7,0.9959,1
NER_00653,Mizoram,22.99246,92.8553,2.86,18.23,414.43,98.0,34.41,1536.6,3.42,5,891.6,0.9459,1
NER_00654,Tripura (Jampui Hills),24.14891,92.0736,11.38,54.56,277.33,80.77,13.57,284.8,6.26,1,362.1,0.2862,0
NER_00655,Assam (Barak/Dima Hasao),25.33419,93.68313,0.83,24.88,48.36,42.74,20.36,352.5,2.66,2,648.0,0.0064,0
NER_00656,Assam (Barak/Dima Hasao),24.94515,93.54992,6.22,21.29,12.71,39.31,15.96,397.8,8.03,1,409.8,0.0018,0
NER_00657,Tripura (Jampui Hills),24.45055,92.01037,28.9,226.41,608.4,98.0,22.73,170.1,19.09,2,383.9,0.9997,1
NER_00658,Assam (Barak/Dima Hasao),25.74262,92.50582,11.03,181.78,354.64,86.86,37.12,836.7,0.21,3,459.4,0.9985,1
NER_00659,Assam (Barak/Dima Hasao),25.13856,93.86289,11.21,158.16,627.97,98.0,28.56,1288.3,14.11,3,215.6,0.9996,1
NER_00660,Meghalaya,25.73902,90.17899,0.75,3.98,19.34,20.9,25.85,1786.1,3.98,2,621.2,0.0014,0
NER_00661,Manipur,23.85285,94.27364,14.71,157.09,348.24,85.82,35.99,1242.3,3.86,2,35.0,0.9964,1
NER_00662,Nagaland,25.54889,94.89687,47.35,47.35,87.76,57.16,32.58,782.4,3.8,0,13.3,0.0949,0
NER_00663,Meghalaya,25.19637,90.64739,5.9,125.48,165.36,63.49,28.76,1539.2,5.45,1,455.5,0.5941,0
NER_00664,Meghalaya,25.28927,91.05972,6.84,16.49,37.87,24.1,41.81,1037.9,4.8,0,88.7,0.0096,0
NER_00665,Arunachal Pradesh,27.95173,95.18403,10.07,20.18,280.47,80.31,36.94,2532.4,10.83,4,53.6,0.7906,1
NER_00666,Arunachal Pradesh,26.9157,92.00066,6.47,16.3,28.02,35.26,38.7,2525.3,2.56,0,24.1,0.0142,0
NER_00667,Mizoram,22.55024,92.43745,40.27,52.27,174.9,59.44,25.63,1560.9,26.13,0,393.9,0.0367,0
NER_00668,Tripura (Jampui Hills),23.92374,92.24825,10.86,157.36,216.28,76.8,25.06,150.0,7.48,1,209.3,0.91,1
NER_00669,Nagaland,26.28699,94.96678,13.4,56.83,197.22,66.78,37.27,1968.2,4.06,0,413.9,0.3548,0
NER_00670,Manipur,25.28108,93.22015,4.81,14.04,23.14,38.45,27.44,1153.8,3.19,1,396.5,0.0052,0
NER_00671,Nagaland,26.48928,95.09792,4.63,198.01,317.18,81.51,39.74,941.7,6.83,2,286.5,0.9978,1
NER_00672,Meghalaya,25.21168,90.31342,2.27,24.7,54.7,49.46,32.11,1217.5,6.87,0,258.0,0.017,0
NER_00673,Sikkim,27.37113,88.01465,28.17,32.95,411.52,96.15,45.83,1460.6,4.29,0,95.4,0.9641,1
NER_00674,Nagaland,26.45362,94.16371,7.57,25.76,60.44,48.88,48.67,649.1,1.04,1,240.6,0.1228,0
NER_00675,Manipur,23.96723,94.30339,4.54,213.75,263.13,68.07,40.32,1380.8,6.17,0,291.4,0.9916,1
NER_00676,Nagaland,25.79279,94.46423,49.05,208.93,577.79,98.0,37.73,1206.9,1.49,0,154.4,0.9997,1
NER_00677,Meghalaya,25.56959,90.52157,20.71,187.4,537.52,98.0,30.02,940.2,2.63,2,164.8,0.9997,1
NER_00678,Mizoram,23.61465,93.08232,7.54,199.17,313.73,84.36,30.99,1355.1,28.54,0,10.0,0.9852,1
NER_00679,Arunachal Pradesh,28.78146,93.37095,29.21,234.39,654.93,98.0,53.62,2378.3,5.62,4,61.7,0.9997,1
NER_00680,Mizoram,22.07846,92.70771,26.42,39.79,77.26,53.67,21.37,293.8,6.89,0,154.5,0.0179,0
NER_00681,Arunachal Pradesh,27.29674,97.06157,36.38,76.33,150.35,65.72,52.18,2967.2,1.31,1,177.3,0.8171,1
NER_00682,Assam (Barak/Dima Hasao),25.0715,92.76523,8.1,71.01,151.0,68.29,27.22,1037.9,7.48,1,28.9,0.3242,1
NER_00683,Meghalaya,25.34791,92.4478,1.63,12.38,10.26,42.29,24.79,1272.9,3.99,0,434.4,0.0028,0
NER_00684,Nagaland,26.52099,93.47906,11.93,85.9,147.15,62.5,26.29,879.0,5.18,0,592.9,0.1604,0
NER_00685,Manipur,25.62826,94.19886,0.24,0.24,21.13,20.04,26.34,1135.9,29.31,4,46.8,0.0016,0
NER_00686,Tripura (Jampui Hills),23.60939,92.29136,36.13,36.13,203.2,61.6,5.0,150.0,14.43,1,45.8,0.0216,0
NER_00687,Nagaland,26.39414,93.78172,3.87,21.63,50.62,29.45,39.3,774.8,2.87,0,182.4,0.0129,0
NER_00688,Sikkim,27.16269,88.36929,0.71,10.77,12.38,52.22,42.33,2438.1,3.54,0,215.4,0.0262,0
NER_00689,Meghalaya,25.96891,92.43143,22.72,167.79,597.39,98.0,60.33,1029.3,4.77,5,187.1,0.9997,1
NER_00690,Nagaland,25.75678,93.37809,7.76,19.81,17.3,37.46,26.81,1453.8,7.58,1,151.8,0.0057,0
NER_00691,Tripura (Jampui Hills),24.18092,92.11391,45.75,117.12,244.91,78.52,17.15,1095.4,1.42,1,16.7,0.7967,1
NER_00692,Arunachal Pradesh,28.48076,91.50385,2.17,3.88,5.16,54.86,49.29,2596.7,2.66,3,273.6,0.1066,0
NER_00693,Meghalaya,25.36172,89.89641,4.78,22.33,55.21,26.07,40.36,1676.1,9.08,1,127.3,0.0144,0
NER_00694,Arunachal Pradesh,28.91314,92.33506,11.72,223.6,461.12,96.57,39.22,2633.6,4.31,0,91.0,0.9997,1
NER_00695,Assam (Barak/Dima Hasao),24.93446,93.2372,50.37,231.33,468.9,98.0,20.34,305.3,9.25,1,109.3,0.9994,1
NER_00696,Manipur,24.9689,93.5443,23.36,184.95,391.65,97.98,30.54,1122.1,1.09,1,208.4,0.9985,1
NER_00697,Tripura (Jampui Hills),24.3392,91.8508,8.44,170.38,589.32,98.0,16.67,1761.1,0.91,1,431.4,0.9984,1
NER_00698,Mizoram,23.24229,92.87446,44.7,176.81,628.25,98.0,24.54,1412.1,18.03,2,42.0,0.9995,1
NER_00699,Mizoram,22.19824,92.20004,0.97,11.1,3.34,34.16,26.37,1076.7,0.82,0,160.5,0.003,0
NER_00700,Mizoram,24.08847,92.85606,36.85,56.58,454.93,98.0,35.93,655.4,15.69,2,141.6,0.9765,1
NER_00701,Tripura (Jampui Hills),23.98047,91.97367,1.19,11.6,48.81,29.92,33.01,1031.4,3.66,0,121.9,0.006,0
NER_00702,Assam (Barak/Dima Hasao),24.81543,92.92387,2.22,11.7,43.38,54.36,31.05,231.9,7.74,0,593.9,0.0081,0
NER_00703,Mizoram,22.80697,93.04747,16.75,175.92,559.93,98.0,14.95,1088.7,8.54,1,317.5,0.9975,1
NER_00704,Nagaland,26.86226,93.4296,2.07,12.67,39.53,44.42,40.51,1110.6,26.28,2,49.7,0.0179,0
NER_00705,Arunachal Pradesh,28.25348,96.47932,14.27,167.85,343.49,87.74,44.01,2640.3,10.56,0,273.6,0.9953,1
NER_00706,Meghalaya,25.90981,90.32199,42.46,205.53,268.33,71.95,12.09,1924.1,4.36,0,236.6,0.9265,1
NER_00707,Sikkim,28.01591,88.28904,12.66,113.44,272.18,82.47,35.22,1830.5,35.99,1,55.7,0.8385,1
NER_00708,Mizoram,22.12365,92.22909,2.73,14.21,51.87,43.88,44.05,1374.2,0.27,0,10.0,0.0449,0
NER_00709,Tripura (Jampui Hills),23.69014,91.92448,6.99,10.97,37.53,39.92,18.99,820.8,3.53,4,480.0,0.0072,0
NER_00710,Nagaland,25.38164,94.24755,6.98,9.76,21.47,25.53,25.63,1973.0,0.2,3,85.6,0.0066,0
NER_00711,Mizoram,24.11831,93.31817,3.59,221.41,369.79,89.37,33.57,796.2,0.47,2,29.4,0.9996,1
NER_00712,Nagaland,25.56092,94.98725,1.56,1.56,29.61,39.73,40.66,1598.6,13.58,0,354.0,0.0059,0
NER_00713,Sikkim,27.38043,88.06369,28.32,177.75,254.58,76.27,25.24,2529.5,21.2,4,162.9,0.976,1
NER_00714,Mizoram,21.95575,92.26643,6.13,13.81,3.13,44.34,38.26,1308.0,6.11,3,286.4,0.0287,0
NER_00715,Assam (Barak/Dima Hasao),25.56936,92.66182,0.08,5.95,5.52,34.46,7.74,1158.0,18.71,1,105.1,0.0004,0
NER_00716,Sikkim,28.09003,88.01341,14.94,93.68,418.52,86.24,46.4,2062.0,0.64,0,49.8,0.9919,1
NER_00717,Assam (Barak/Dima Hasao),25.47018,92.67133,39.8,220.9,350.03,95.12,30.05,890.9,6.28,1,332.2,0.9986,1
NER_00718,Mizoram,23.26979,92.52104,9.27,77.95,199.55,63.35,24.36,1047.5,0.44,4,305.6,0.6063,0
NER_00719,Mizoram,22.69284,92.86356,3.13,186.94,645.81,98.0,40.37,1648.0,12.41,0,67.0,0.9997,1
NER_00720,Nagaland,26.68892,93.46054,24.85,61.29,174.28,72.66,28.88,1400.3,5.47,3,121.4,0.5624,1
NER_00721,Nagaland,25.25635,94.74969,3.45,184.5,311.94,81.38,53.24,1162.6,11.23,0,440.3,0.9969,1
NER_00722,Sikkim,27.88814,88.49796,15.79,176.82,552.88,98.0,25.6,3087.6,2.71,8,191.3,0.9997,1
NER_00723,Tripura (Jampui Hills),24.24563,92.3548,22.91,137.13,319.02,79.74,21.06,651.6,12.86,5,22.4,0.9795,1
NER_00724,Sikkim,27.13674,88.5116,46.75,232.32,478.42,98.0,32.34,2064.7,1.58,1,144.9,0.9997,1
NER_00725,Sikkim,27.63753,88.07159,1.82,6.49,29.7,26.11,47.09,1894.7,24.51,1,74.6,0.007,0
NER_00726,Sikkim,27.25594,88.58914,53.69,229.13,705.52,98.0,42.3,2635.5,4.64,0,201.5,0.9997,1
NER_00727,Sikkim,27.66064,88.31476,36.02,200.11,417.29,97.61,39.76,2582.9,5.72,0,98.6,0.9995,1
NER_00728,Manipur,23.84692,94.09254,17.42,22.01,217.75,75.06,12.38,1936.3,18.21,1,713.9,0.0237,0
NER_00729,Mizoram,24.00089,92.81296,0.81,0.81,43.58,54.92,39.74,1291.9,6.97,0,60.5,0.025,0
NER_00730,Meghalaya,25.96276,92.77696,34.18,212.66,601.85,98.0,21.48,150.0,7.96,2,193.6,0.9997,1
NER_00731,Tripura (Jampui Hills),23.81694,91.91701,38.73,85.83,553.41,98.0,5.0,199.3,3.19,3,948.3,0.9398,1
NER_00732,Meghalaya,25.41679,91.31693,30.49,201.03,287.4,75.77,39.66,1900.5,7.44,1,135.7,0.9957,1
NER_00733,Assam (Barak/Dima Hasao),25.74375,93.43226,48.39,48.39,300.78,82.1,11.36,311.0,3.34,0,131.3,0.2816,0
NER_00734,Manipur,24.0295,93.47408,9.02,170.26,645.73,98.0,33.37,230.9,10.86,0,10.0,0.9997,1
NER_00735,Assam (Barak/Dima Hasao),26.06596,92.99611,7.95,14.79,37.0,21.58,14.61,1044.0,9.96,0,569.3,0.0004,0
NER_00736,Arunachal Pradesh,29.34976,96.96405,6.56,18.09,35.37,37.83,31.93,2118.6,4.58,2,301.1,0.0136,0
NER_00737,Sikkim,27.65291,88.33289,2.42,2.42,17.84,39.74,32.81,1884.8,4.62,1,221.7,0.0069,0
NER_00738,Assam (Barak/Dima Hasao),25.19936,93.03769,7.04,10.76,16.7,31.0,25.02,150.0,0.34,5,535.1,0.0095,0
NER_00739,Manipur,24.02525,93.49293,1.13,23.11,39.99,27.24,10.63,1411.7,2.72,4,1123.1,0.0013,0
NER_00740,Manipur,23.85197,94.62457,32.27,60.71,514.52,98.0,38.86,975.6,12.84,0,446.7,0.9757,1
NER_00741,Nagaland,26.85239,94.66088,53.33,77.65,408.57,92.8,24.15,1676.7,17.58,1,22.7,0.9119,1
NER_00742,Mizoram,23.79114,92.59254,3.47,7.87,55.48,52.63,22.77,1185.7,7.97,1,375.2,0.0067,0
NER_00743,Arunachal Pradesh,27.0712,94.84902,12.37,211.23,340.32,80.18,48.61,2121.9,23.84,2,70.6,0.999,1
NER_00744,Tripura (Jampui Hills),23.7826,91.91914,11.44,140.49,264.34,68.09,21.93,1298.0,15.57,2,10.0,0.8557,1
NER_00745,Nagaland,26.30408,94.49895,3.92,21.88,40.08,42.05,35.8,1868.7,6.05,5,525.7,0.0534,0
NER_00746,Tripura (Jampui Hills),23.79542,91.93136,52.68,110.59,219.88,68.92,38.66,403.2,11.55,1,148.2,0.8421,1
NER_00747,Manipur,25.27,93.87073,5.22,215.21,597.48,98.0,20.96,1256.3,4.25,0,86.0,0.9997,1
NER_00748,Nagaland,26.41498,94.08134,25.72,158.16,208.69,71.87,38.43,1107.7,2.42,0,166.1,0.956,1
NER_00749,Meghalaya,25.95309,91.63991,42.64,173.56,614.07,98.0,50.08,1138.3,0.2,2,405.4,0.9997,1
NER_00750,Sikkim,27.57051,88.32589,1.72,22.77,19.89,45.67,39.67,2421.6,6.14,3,65.1,0.065,0
NER_00751,Sikkim,27.93003,88.67961,3.79,157.1,496.73,98.0,27.53,2121.6,12.54,0,83.2,0.9967,1
NER_00752,Assam (Barak/Dima Hasao),24.98367,93.53674,18.32,18.32,421.93,97.72,7.52,728.9,0.61,2,359.3,0.5859,1
NER_00753,Assam (Barak/Dima Hasao),25.072,93.34797,26.98,74.46,399.68,92.4,20.97,1077.1,5.75,0,80.1,0.8797,0
NER_00754,Nagaland,26.07003,95.02456,13.88,137.98,216.72,70.23,38.85,1206.9,0.2,1,125.1,0.9541,0
NER_00755,Assam (Barak/Dima Hasao),25.87969,93.12592,51.93,141.2,264.66,75.02,19.72,777.9,2.98,0,248.5,0.8257,1
NER_00756,Tripura (Jampui Hills),24.02341,92.30379,0.91,0.91,41.34,50.5,17.91,609.3,5.44,1,337.3,0.0034,0
NER_00757,Mizoram,23.8631,93.15363,6.32,208.2,684.94,98.0,26.87,867.5,8.44,0,308.5,0.9997,1
NER_00758,Meghalaya,25.43812,92.07066,44.57,110.44,217.27,62.79,39.84,1965.5,1.45,1,893.1,0.7285,1
NER_00759,Assam (Barak/Dima Hasao),24.81296,92.66462,2.32,14.1,9.96,43.98,25.2,1388.0,16.98,0,97.3,0.0028,0
NER_00760,Arunachal Pradesh,28.05814,93.00744,2.52,132.99,536.22,98.0,41.62,1687.0,20.95,2,478.3,0.9984,1
NER_00761,Manipur,24.69394,94.78796,5.54,155.62,453.12,92.59,41.99,1121.9,1.78,0,153.4,0.9987,1
NER_00762,Sikkim,28.02067,88.24712,36.95,72.32,345.78,77.41,23.9,2546.3,7.03,0,244.9,0.659,1
NER_00763,Manipur,23.99565,93.38959,34.05,144.52,558.55,98.0,33.05,1563.8,1.08,1,258.8,0.9991,1
NER_00764,Tripura (Jampui Hills),23.70931,91.8016,15.06,15.06,80.06,58.08,16.94,631.8,21.22,2,38.7,0.0097,0
NER_00765,Tripura (Jampui Hills),23.92541,92.08301,2.54,8.87,50.32,22.74,15.07,1239.3,2.2,1,371.7,0.001,0
NER_00766,Mizoram,24.38394,93.33459,3.48,17.13,33.47,32.19,37.11,654.5,14.65,1,168.4,0.0079,0
NER_00767,Arunachal Pradesh,29.06612,96.12447,54.76,99.2,549.13,98.0,36.64,2946.1,7.68,3,633.3,0.9974,1
NER_00768,Nagaland,25.79121,95.03098,39.33,104.62,582.7,98.0,43.03,1908.2,0.2,0,260.5,0.9987,1
NER_00769,Sikkim,28.06825,88.74099,44.79,211.86,579.62,98.0,51.46,1505.6,47.12,2,168.5,0.9997,1
NER_00770,Manipur,25.14072,93.31843,2.22,7.86,51.47,49.84,28.52,1198.6,14.37,0,146.5,0.0064,0
NER_00771,Sikkim,27.36593,88.60479,18.19,18.19,347.21,80.37,34.99,2890.0,1.48,8,320.2,0.9613,1
NER_00772,Sikkim,27.07145,88.74254,41.58,128.73,236.57,73.6,23.46,2193.8,0.7,1,80.6,0.8643,1
NER_00773,Arunachal Pradesh,26.85314,94.29751,34.44,34.44,207.32,68.06,41.38,2687.4,21.31,0,625.3,0.1484,1
NER_00774,Manipur,25.2986,93.39155,42.06,217.83,333.82,86.17,25.39,1216.8,10.31,0,454.0,0.9919,1
NER_00775,Manipur,24.33003,94.01707,20.82,113.91,185.5,72.15,30.21,448.6,2.55,0,969.1,0.4939,1
NER_00776,Tripura (Jampui Hills),24.3295,92.21222,5.46,10.85,38.76,30.1,30.54,1458.4,7.04,0,210.2,0.0034,0
NER_00777,Nagaland,25.36336,94.76948,21.73,46.46,340.53,81.07,34.48,1948.6,0.26,0,268.5,0.7778,1
NER_00778,Meghalaya,25.66652,92.40799,1.49,7.66,28.01,20.76,40.32,1817.9,3.26,2,26.4,0.0118,0
NER_00779,Tripura (Jampui Hills),24.09357,92.2167,51.24,105.26,153.32,57.77,20.47,545.9,2.23,2,229.7,0.3705,1
NER_00780,Meghalaya,25.47889,92.12222,1.59,24.13,56.57,54.03,40.73,1284.6,0.23,1,638.9,0.0524,0
NER_00781,Manipur,25.06047,94.41942,12.62,118.63,445.01,98.0,31.7,1157.7,12.6,0,106.2,0.989,1
NER_00782,Mizoram,23.03503,93.06896,13.26,138.71,346.03,91.77,36.81,1488.5,11.95,0,43.4,0.9877,1
NER_00783,Assam (Barak/Dima Hasao),25.96389,93.48871,5.84,22.45,49.19,34.86,24.33,571.1,1.1,2,35.8,0.0126,0
NER_00784,Meghalaya,25.41218,91.80963,33.76,127.83,158.54,62.42,34.06,1382.6,17.34,0,67.0,0.5894,1
NER_00785,Tripura (Jampui Hills),23.68797,91.92674,52.8,199.79,245.46,76.25,22.15,265.2,8.49,1,83.9,0.9732,1
NER_00786,Manipur,24.55661,93.93123,8.82,196.56,298.95,73.27,40.79,1549.3,3.4,2,266.7,0.9969,1
NER_00787,Assam (Barak/Dima Hasao),25.39144,92.57632,46.74,190.73,541.14,98.0,23.4,163.3,0.99,3,597.1,0.9995,1
NER_00788,Meghalaya,25.80695,92.7422,6.5,14.75,11.86,45.47,23.32,1322.1,8.98,0,102.8,0.0037,0
NER_00789,Sikkim,27.51124,88.03586,3.25,166.87,541.95,98.0,44.75,1872.2,0.41,1,115.2,0.9997,1
NER_00790,Tripura (Jampui Hills),23.82463,92.18159,35.54,36.28,393.33,89.54,27.45,290.0,0.3,2,71.5,0.9021,1
NER_00791,Nagaland,25.8217,94.17026,4.03,24.14,201.11,62.93,20.06,897.9,18.71,4,429.4,0.0818,0
NER_00792,Meghalaya,25.44372,92.7408,6.42,6.42,39.17,49.29,22.84,2206.3,11.07,1,10.0,0.0064,0
NER_00793,Meghalaya,25.81428,91.51269,51.58,144.0,270.84,77.28,41.79,1952.8,6.2,3,296.3,0.9893,1
NER_00794,Manipur,24.32602,94.20859,16.15,108.22,196.62,57.51,12.37,563.9,9.07,0,130.7,0.1614,0
NER_00795,Mizoram,22.48454,93.05081,27.21,148.93,422.58,98.0,15.68,1299.5,10.42,2,154.3,0.9893,1
NER_00796,Arunachal Pradesh,27.52179,93.5782,6.39,6.39,1.94,53.87,32.59,2752.5,10.86,0,299.1,0.0067,0
NER_00797,Arunachal Pradesh,26.74928,95.98807,31.94,146.61,457.53,92.57,34.47,2537.0,11.12,1,157.5,0.9967,1
NER_00798,Nagaland,26.20159,94.23244,32.25,64.12,540.58,98.0,42.76,1586.4,1.13,2,473.7,0.9961,1
NER_00799,Manipur,25.25706,94.77189,37.2,188.36,501.99,98.0,39.27,1033.2,3.47,0,576.8,0.9994,1
NER_00800,Assam (Barak/Dima Hasao),25.11514,93.06555,15.75,15.75,419.19,91.2,12.25,764.1,20.67,0,516.6,0.1857,0
NER_00801,Meghalaya,25.44502,91.75931,40.8,239.75,539.56,98.0,41.13,1333.8,8.09,2,37.3,0.9997,1
NER_00802,Tripura (Jampui Hills),24.18436,92.37111,40.32,220.47,456.47,98.0,17.32,1137.0,12.48,1,179.0,0.9985,1
NER_00803,Tripura (Jampui Hills),24.43714,92.35283,44.23,150.73,626.1,98.0,16.69,898.9,17.99,0,154.6,0.9957,1
NER_00804,Arunachal Pradesh,29.11626,96.95327,22.42,131.95,373.54,97.82,40.2,2620.7,0.58,2,286.4,0.9974,1
NER_00805,Nagaland,26.79004,94.32095,1.49,1.49,48.7,45.38,32.38,965.9,36.23,2,144.3,0.0043,0
NER_00806,Assam (Barak/Dima Hasao),25.80327,93.21618,1.35,18.84,6.71,34.45,18.39,408.2,1.06,0,76.1,0.0022,0
NER_00807,Mizoram,23.96844,92.4521,25.57,73.5,236.38,75.17,40.57,1528.6,0.62,4,169.1,0.942,1
NER_00808,Sikkim,27.83746,88.13322,3.8,3.96,38.03,35.4,24.43,2132.4,3.71,1,86.1,0.0042,0
NER_00809,Manipur,24.0784,93.5262,41.51,73.37,427.88,98.0,34.18,674.8,0.23,0,90.2,0.9794,0
NER_00810,Assam (Barak/Dima Hasao),25.46776,93.76001,48.15,223.37,545.14,98.0,36.74,650.8,7.08,1,185.2,0.9997,1
NER_00811,Meghalaya,25.40813,90.72792,50.03,118.35,559.06,98.0,33.17,1451.9,12.04,3,262.5,0.9985,1
NER_00812,Mizoram,23.82758,92.63627,0.64,21.17,32.26,47.93,42.36,1315.0,24.3,1,79.2,0.0222,0
NER_00813,Mizoram,22.5362,93.15672,16.71,235.36,384.95,90.84,38.67,2056.1,15.59,0,315.9,0.9991,1
NER_00814,Manipur,24.79286,93.10956,1.57,7.97,38.03,24.07,13.38,1174.5,6.96,1,192.5,0.0008,0
NER_00815,Mizoram,22.15968,92.90725,4.71,11.07,38.56,42.22,41.83,924.6,0.2,1,588.4,0.0202,0
NER_00816,Sikkim,27.27692,88.36645,20.08,74.44,343.93,93.27,33.6,2126.6,3.19,1,83.4,0.9555,1
NER_00817,Nagaland,26.32666,93.51179,37.67,55.23,427.43,98.0,35.24,1246.5,0.2,4,178.1,0.9913,1
NER_00818,Manipur,24.16783,93.19568,5.38,23.19,12.62,31.33,38.03,1139.1,2.92,2,159.6,0.0194,0
NER_00819,Assam (Barak/Dima Hasao),25.90014,93.6933,7.46,19.49,16.16,36.52,31.66,569.9,25.12,8,265.0,0.0359,0
NER_00820,Nagaland,25.86742,93.88184,0.14,0.14,56.4,34.31,31.64,1390.3,3.03,0,207.1,0.0048,0
NER_00821,Manipur,25.65247,94.38069,19.26,87.42,473.33,98.0,11.26,1719.8,1.87,2,87.3,0.966,1
NER_00822,Mizoram,23.97343,92.94107,7.57,14.82,57.12,47.34,23.3,1317.6,0.62,0,320.8,0.0069,0
NER_00823,Tripura (Jampui Hills),23.74985,92.39216,48.69,78.95,321.28,95.84,17.3,528.0,0.46,0,193.0,0.7989,1
